"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",41.65445,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",43.97906,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",46.17801,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",48.87958,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",51.20419,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",46.7644,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",48.43979,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",49.94764,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",52.5445,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",56.37696,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",59.72775,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",62.63874,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",65.67539,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",68.46073,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",71.79057,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",75.26701,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",79.09948,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",82.15707,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",86.82722,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",91.41361,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",95.53927,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",104.1675,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",108.2094,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",112,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",115.4764,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",117.6335,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",53.52098,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",58.88205,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",61.75325,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",63.88422,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",67.3835,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",70.95007,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",74.47178,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",76.60275,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",79.18234,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",83.10781,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",84.72286,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",87.75108,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",89.68278,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",90.43098,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",93.3429,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",96.90176,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",104.1804,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",106.7624,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",109.8554,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",111.1536,,
"AUS","Australia","CP040200","CPI: 04.2 - CPI Imputed rentals for housing","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",113.3493,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",38.63934,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",39.72961,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",40.60183,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",42.19363,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",43.91627,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",45.59529,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",47.51418,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",50.63236,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",53.40166,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",58.52595,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",66.6376,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",75.53423,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",83.51505,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",88.8792,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",94.19974,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.30222,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.3489,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",101.0031,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",103.2272,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",105.2115,,
"AUS","Australia","CP040400","CPI: 04.4 - CPI Water supply and miscellaneous services relating to the dwelling","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",104.9498,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1973","1973","IDX","Index","0","Units","2015_100","2015=100",30.80093,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1974","1974","IDX","Index","0","Units","2015_100","2015=100",32.47489,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1975","1975","IDX","Index","0","Units","2015_100","2015=100",41.33402,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1976","1976","IDX","Index","0","Units","2015_100","2015=100",53.05177,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1977","1977","IDX","Index","0","Units","2015_100","2015=100",53.64409,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1978","1978","IDX","Index","0","Units","2015_100","2015=100",54.82874,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1979","1979","IDX","Index","0","Units","2015_100","2015=100",55.65285,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1980","1980","IDX","Index","0","Units","2015_100","2015=100",57.17229,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",58.27968,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",65.00129,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",69.73989,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",74.78754,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",78.67628,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",81.61215,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",86.78857,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",90.96059,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",90.72882,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",92.06799,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",95.05537,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",97.2444,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",96.39454,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",97.08988,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",97.78522,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",96.75509,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",96.65208,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",95.75071,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",90.05923,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",92.27402,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",94.61756,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",97.11563,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",99.1759,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",100.3863,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",100.0258,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",99.79398,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",100.7984,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",101.0559,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",102.0345,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",101.8027,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",102.3951,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",103.7857,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",105.64,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",104.7901,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",93.25264,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",89.75019,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",86.11898,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",82.48777,,
"AUS","Australia","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",79.80943,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",30.74317,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",32.78155,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",33.99594,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",35.54289,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",35.86413,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",36.15161,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",36.50279,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",37.02972,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",36.66926,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",36.25887,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",38.34779,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",40.98167,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",42.696,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",45.19502,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",46.53894,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",48.18282,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",49.8447,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",51.99254,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",56.90781,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",63.14366,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",71.59805,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",78.78696,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",89.71192,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",99.67677,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",101.0515,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",101.4103,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",110.1707,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",122.6167,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",141.916,,
"AUS","Australia","CP040500","CPI: 04.5 - CPI Electricity, gas and other fuels","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",152.3515,,
"AUS","Australia","CP040300","CPI: 04.3 - CPI Maintenance & repairs of the dwellings","IXOB","Index","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",27.57429,,
"AUS","Australia","CP040300","CPI: 04.3 - CPI Maintenance & repairs of the dwellings","IXOB","Index","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",30.98364,,
"AUS","Australia","CP040300","CPI: 04.3 - CPI Maintenance & repairs of the dwellings","IXOB","Index","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",33.79406,,
"AUS","Australia","CP040300","CPI: 04.3 - CPI Maintenance & repairs of the dwellings","IXOB","Index","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",36.21285,,
"AUS","Australia","CP040300","CPI: 04.3 - CPI Maintenance & repairs of the dwellings","IXOB","Index","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",37.82539,,
"AUS","Australia","CP040300","CPI: 04.3 - CPI Maintenance & repairs of the dwellings","IXOB","Index","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",40.47454,,
"AUS","Australia","CP040300","CPI: 04.3 - CPI Maintenance & repairs of the dwellings","IXOB","Index","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",42.17922,,
"AUS","Australia","CP040300","CPI: 04.3 - CPI Maintenance & repairs of the dwellings","IXOB","Index","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",44.87445,,
"AUS","Australia","CP040300","CPI: 04.3 - CPI Maintenance & repairs of the dwellings","IXOB","Index","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",47.77701,,
"AUS","Australia","CP040300","CPI: 04.3 - CPI Maintenance & repairs of the dwellings","IXOB","Index","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",50.77171,,
"AUS","Australia","CP040300","CPI: 04.3 - CPI Maintenance & repairs of the dwellings","IXOB","Index","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",53.32873,,
"AUS","Australia","CP040300","CPI: 04.3 - CPI Maintenance & repairs of the dwellings","IXOB","Index","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",54.54964,,
"AUS","Australia","CP040300","CPI: 04.3 - CPI Maintenance & repairs of the dwellings","IXOB","Index","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",55.44806,,
"AUS","Australia","CP040300","CPI: 04.3 - CPI Maintenance & repairs of the dwellings","IXOB","Index","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",56.43861,,
"AUS","Australia","CP040300","CPI: 04.3 - CPI Maintenance & repairs of the dwellings","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",56.80719,,
"AUS","Australia","CP040300","CPI: 04.3 - CPI Maintenance & repairs of the dwellings","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",57.84381,,
