"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1962","1962","IDX","Index","0","Units","2015_100","2015=100",7.559858,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1963","1963","IDX","Index","0","Units","2015_100","2015=100",7.579237,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1964","1964","IDX","Index","0","Units","2015_100","2015=100",7.867764,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1965","1965","IDX","Index","0","Units","2015_100","2015=100",8.332853,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1966","1966","IDX","Index","0","Units","2015_100","2015=100",8.49865,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1967","1967","IDX","Index","0","Units","2015_100","2015=100",8.841007,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1968","1968","IDX","Index","0","Units","2015_100","2015=100",9.064939,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1969","1969","IDX","Index","0","Units","2015_100","2015=100",9.172599,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1970","1970","IDX","Index","0","Units","2015_100","2015=100",9.504649,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1971","1971","IDX","Index","0","Units","2015_100","2015=100",9.875331,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1972","1972","IDX","Index","0","Units","2015_100","2015=100",10.26119,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1973","1973","IDX","Index","0","Units","2015_100","2015=100",11.83716,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1974","1974","IDX","Index","0","Units","2015_100","2015=100",13.62831,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1975","1975","IDX","Index","0","Units","2015_100","2015=100",14.64069,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1976","1976","IDX","Index","0","Units","2015_100","2015=100",16.35731,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1977","1977","IDX","Index","0","Units","2015_100","2015=100",18.09043,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1978","1978","IDX","Index","0","Units","2015_100","2015=100",19.98628,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1979","1979","IDX","Index","0","Units","2015_100","2015=100",22.94985,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1980","1980","IDX","Index","0","Units","2015_100","2015=100",25.91813,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",28.3549,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",30.14982,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",33.34838,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",34.85019,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",36.72883,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",39.96242,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",41.7725,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",45.26418,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",49.48513,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",51.02902,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",52.31922,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",52.62073,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",53.90136,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",55.17581,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",58.01238,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",59.70356,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",61.39238,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",63.27073,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",65.49693,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",65.67574,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",69.80045,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",72.41866,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",75.10207,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",76.54574,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",78.00458,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",85.68983,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",87.10923,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",90.81296,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",93.85717,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",94.92635,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",100.3696,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",96.65887,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",96.87155,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.42866,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.2407,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",100.312,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",100.9845,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",105.5115,,
"AUS","Australia","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",115.3453,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1973","1973","IDX","Index","0","Units","2015_100","2015=100",9.366454,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1974","1974","IDX","Index","0","Units","2015_100","2015=100",10.41477,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1975","1975","IDX","Index","0","Units","2015_100","2015=100",12.12397,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1976","1976","IDX","Index","0","Units","2015_100","2015=100",13.90155,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1977","1977","IDX","Index","0","Units","2015_100","2015=100",15.42844,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1978","1978","IDX","Index","0","Units","2015_100","2015=100",16.70465,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1979","1979","IDX","Index","0","Units","2015_100","2015=100",18.11759,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1980","1980","IDX","Index","0","Units","2015_100","2015=100",19.34822,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",20.92069,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",23.38195,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",25.45579,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",27.32452,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",29.64904,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",32.70283,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",36.07566,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",40.20055,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",44.00638,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",46.62717,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",48.15406,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",48.60984,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",48.83774,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",49.17958,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",50.02279,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",51.54968,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",53.05378,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",54.67183,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",56.13036,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",57.86235,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",59.66272,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",61.14403,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",62.2835,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",63.85597,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",65.26891,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",67.38833,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",71.08022,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",76.64084,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",81.74567,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",85.30082,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",89.2206,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",92.91249,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",95.96627,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.38195,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.7521,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",101.3902,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",102.051,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",102.4157,,
"AUS","Australia","CP040100","CPI: 04.1 - CPI Actual rentals for housing","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",101.4585,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1973","1973","IDX","Index","0","Units","2015_100","2015=100",5.045872,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1974","1974","IDX","Index","0","Units","2015_100","2015=100",5.733945,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1975","1975","IDX","Index","0","Units","2015_100","2015=100",6.880734,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1976","1976","IDX","Index","0","Units","2015_100","2015=100",8.23603,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1977","1977","IDX","Index","0","Units","2015_100","2015=100",8.590492,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1978","1978","IDX","Index","0","Units","2015_100","2015=100",9.299417,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1979","1979","IDX","Index","0","Units","2015_100","2015=100",10.67556,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1980","1980","IDX","Index","0","Units","2015_100","2015=100",11.36364,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1981","1981","IDX","Index","0","Units","2015_100","2015=100",12.21852,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",13.67807,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",15.40867,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",17.20184,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",18.47373,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",20.37114,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",22.41451,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",23.93661,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",25.47957,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",27.75229,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",29.92077,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",31.58882,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",34.42452,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",36.38449,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",39.51209,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",42.49374,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",43.22352,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",44.37031,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",45.5171,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",49.08257,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",53.19016,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",54.75396,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",56.67223,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",58.90325,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",60.92577,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",63.03169,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",65.03336,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",68.32777,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",71.33028,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",77.54379,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",81.92243,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",85.02919,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",88.67806,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",95.01668,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",105.9216,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",112.9066,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",120.9341,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",128.5863,,
"AUS","Australia","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",139.4287,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",31.39267,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",35.60209,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",38.34555,,
"AUS","Australia","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",39.51833,,
