"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","HPI_YDH","Price to income ratio","1970","1970","IDX","Index","0","Units",,,57.4383089381708,,
"AUS","Australia","HPI_YDH","Price to income ratio","1970-Q1","Q1-1970","IDX","Index","0","Units",,,56.3389119386158,,
"AUS","Australia","HPI_YDH","Price to income ratio","1970-Q2","Q2-1970","IDX","Index","0","Units",,,56.5555237987312,,
"AUS","Australia","HPI_YDH","Price to income ratio","1970-Q3","Q3-1970","IDX","Index","0","Units",,,59.6162702256632,,
"AUS","Australia","HPI_YDH","Price to income ratio","1970-Q4","Q4-1970","IDX","Index","0","Units",,,57.242529789673,,
"AUS","Australia","HPI_YDH","Price to income ratio","1971","1971","IDX","Index","0","Units",,,58.9307108831533,,
"AUS","Australia","HPI_YDH","Price to income ratio","1971-Q1","Q1-1971","IDX","Index","0","Units",,,57.9313243580937,,
"AUS","Australia","HPI_YDH","Price to income ratio","1971-Q2","Q2-1971","IDX","Index","0","Units",,,58.2570810338477,,
"AUS","Australia","HPI_YDH","Price to income ratio","1971-Q3","Q3-1971","IDX","Index","0","Units",,,59.1474411313953,,
"AUS","Australia","HPI_YDH","Price to income ratio","1971-Q4","Q4-1971","IDX","Index","0","Units",,,60.3869970092767,,
"AUS","Australia","HPI_YDH","Price to income ratio","1972","1972","IDX","Index","0","Units",,,59.9605671123412,,
"AUS","Australia","HPI_YDH","Price to income ratio","1972-Q1","Q1-1972","IDX","Index","0","Units",,,60.9337742085531,,
"AUS","Australia","HPI_YDH","Price to income ratio","1972-Q2","Q2-1972","IDX","Index","0","Units",,,59.2947286821112,,
"AUS","Australia","HPI_YDH","Price to income ratio","1972-Q3","Q3-1972","IDX","Index","0","Units",,,59.6705547165747,,
"AUS","Australia","HPI_YDH","Price to income ratio","1972-Q4","Q4-1972","IDX","Index","0","Units",,,59.9432108421257,,
"AUS","Australia","HPI_YDH","Price to income ratio","1973","1973","IDX","Index","0","Units",,,62.0923256064934,,
"AUS","Australia","HPI_YDH","Price to income ratio","1973-Q1","Q1-1973","IDX","Index","0","Units",,,59.789596598549,,
"AUS","Australia","HPI_YDH","Price to income ratio","1973-Q2","Q2-1973","IDX","Index","0","Units",,,61.3980353015738,,
"AUS","Australia","HPI_YDH","Price to income ratio","1973-Q3","Q3-1973","IDX","Index","0","Units",,,62.201832150459,,
"AUS","Australia","HPI_YDH","Price to income ratio","1973-Q4","Q4-1973","IDX","Index","0","Units",,,64.979838375392,,
"AUS","Australia","HPI_YDH","Price to income ratio","1974","1974","IDX","Index","0","Units",,,63.0167222621975,,
"AUS","Australia","HPI_YDH","Price to income ratio","1974-Q1","Q1-1974","IDX","Index","0","Units",,,66.1873679671695,,
"AUS","Australia","HPI_YDH","Price to income ratio","1974-Q2","Q2-1974","IDX","Index","0","Units",,,63.2539027684011,,
"AUS","Australia","HPI_YDH","Price to income ratio","1974-Q3","Q3-1974","IDX","Index","0","Units",,,62.792648738881,,
"AUS","Australia","HPI_YDH","Price to income ratio","1974-Q4","Q4-1974","IDX","Index","0","Units",,,59.8329695743383,,
"AUS","Australia","HPI_YDH","Price to income ratio","1975","1975","IDX","Index","0","Units",,,58.591419091713,,
"AUS","Australia","HPI_YDH","Price to income ratio","1975-Q1","Q1-1975","IDX","Index","0","Units",,,57.367555733474,,
"AUS","Australia","HPI_YDH","Price to income ratio","1975-Q2","Q2-1975","IDX","Index","0","Units",,,58.6051795591092,,
"AUS","Australia","HPI_YDH","Price to income ratio","1975-Q3","Q3-1975","IDX","Index","0","Units",,,59.2753309633588,,
"AUS","Australia","HPI_YDH","Price to income ratio","1975-Q4","Q4-1975","IDX","Index","0","Units",,,59.1176101109101,,
"AUS","Australia","HPI_YDH","Price to income ratio","1976","1976","IDX","Index","0","Units",,,58.2728509918065,,
"AUS","Australia","HPI_YDH","Price to income ratio","1976-Q1","Q1-1976","IDX","Index","0","Units",,,60.0928010782297,,
"AUS","Australia","HPI_YDH","Price to income ratio","1976-Q2","Q2-1976","IDX","Index","0","Units",,,59.8084442849854,,
"AUS","Australia","HPI_YDH","Price to income ratio","1976-Q3","Q3-1976","IDX","Index","0","Units",,,56.2481392021957,,
"AUS","Australia","HPI_YDH","Price to income ratio","1976-Q4","Q4-1976","IDX","Index","0","Units",,,56.9420194018153,,
"AUS","Australia","HPI_YDH","Price to income ratio","1977","1977","IDX","Index","0","Units",,,57.1117577169182,,
"AUS","Australia","HPI_YDH","Price to income ratio","1977-Q1","Q1-1977","IDX","Index","0","Units",,,56.9347323695061,,
"AUS","Australia","HPI_YDH","Price to income ratio","1977-Q2","Q2-1977","IDX","Index","0","Units",,,56.9159688504834,,
"AUS","Australia","HPI_YDH","Price to income ratio","1977-Q3","Q3-1977","IDX","Index","0","Units",,,57.6235794318003,,
"AUS","Australia","HPI_YDH","Price to income ratio","1977-Q4","Q4-1977","IDX","Index","0","Units",,,56.972750215883,,
"AUS","Australia","HPI_YDH","Price to income ratio","1978","1978","IDX","Index","0","Units",,,54.4313990516174,,
"AUS","Australia","HPI_YDH","Price to income ratio","1978-Q1","Q1-1978","IDX","Index","0","Units",,,55.998296308396,,
"AUS","Australia","HPI_YDH","Price to income ratio","1978-Q2","Q2-1978","IDX","Index","0","Units",,,55.0341039226911,,
"AUS","Australia","HPI_YDH","Price to income ratio","1978-Q3","Q3-1978","IDX","Index","0","Units",,,53.4711569281273,,
"AUS","Australia","HPI_YDH","Price to income ratio","1978-Q4","Q4-1978","IDX","Index","0","Units",,,53.2220390472553,,
"AUS","Australia","HPI_YDH","Price to income ratio","1979","1979","IDX","Index","0","Units",,,55.020508518822,,
"AUS","Australia","HPI_YDH","Price to income ratio","1979-Q1","Q1-1979","IDX","Index","0","Units",,,53.1339947643298,,
"AUS","Australia","HPI_YDH","Price to income ratio","1979-Q2","Q2-1979","IDX","Index","0","Units",,,54.8837820518506,,
"AUS","Australia","HPI_YDH","Price to income ratio","1979-Q3","Q3-1979","IDX","Index","0","Units",,,56.0145409325935,,
"AUS","Australia","HPI_YDH","Price to income ratio","1979-Q4","Q4-1979","IDX","Index","0","Units",,,56.0497163265141,,
"AUS","Australia","HPI_YDH","Price to income ratio","1980","1980","IDX","Index","0","Units",,,55.9460369599544,,
"AUS","Australia","HPI_YDH","Price to income ratio","1980-Q1","Q1-1980","IDX","Index","0","Units",,,55.0885935284847,,
"AUS","Australia","HPI_YDH","Price to income ratio","1980-Q2","Q2-1980","IDX","Index","0","Units",,,55.080655396407,,
"AUS","Australia","HPI_YDH","Price to income ratio","1980-Q3","Q3-1980","IDX","Index","0","Units",,,56.6984024967652,,
"AUS","Australia","HPI_YDH","Price to income ratio","1980-Q4","Q4-1980","IDX","Index","0","Units",,,56.9164964181608,,
"AUS","Australia","HPI_YDH","Price to income ratio","1981","1981","IDX","Index","0","Units",,,57.6870217212294,,
"AUS","Australia","HPI_YDH","Price to income ratio","1981-Q1","Q1-1981","IDX","Index","0","Units",,,58.9048356564924,,
"AUS","Australia","HPI_YDH","Price to income ratio","1981-Q2","Q2-1981","IDX","Index","0","Units",,,57.8251771839244,,
"AUS","Australia","HPI_YDH","Price to income ratio","1981-Q3","Q3-1981","IDX","Index","0","Units",,,56.6149610576201,,
"AUS","Australia","HPI_YDH","Price to income ratio","1981-Q4","Q4-1981","IDX","Index","0","Units",,,57.4031129868806,,
"AUS","Australia","HPI_YDH","Price to income ratio","1982","1982","IDX","Index","0","Units",,,53.9942619259473,,
"AUS","Australia","HPI_YDH","Price to income ratio","1982-Q1","Q1-1982","IDX","Index","0","Units",,,55.3912186624299,,
"AUS","Australia","HPI_YDH","Price to income ratio","1982-Q2","Q2-1982","IDX","Index","0","Units",,,54.183570484312,,
"AUS","Australia","HPI_YDH","Price to income ratio","1982-Q3","Q3-1982","IDX","Index","0","Units",,,53.9038155043264,,
"AUS","Australia","HPI_YDH","Price to income ratio","1982-Q4","Q4-1982","IDX","Index","0","Units",,,52.4984430527211,,
"AUS","Australia","HPI_YDH","Price to income ratio","1983","1983","IDX","Index","0","Units",,,52.844198307407,,
"AUS","Australia","HPI_YDH","Price to income ratio","1983-Q1","Q1-1983","IDX","Index","0","Units",,,52.221869295406,,
"AUS","Australia","HPI_YDH","Price to income ratio","1983-Q2","Q2-1983","IDX","Index","0","Units",,,54.6586361435379,,
"AUS","Australia","HPI_YDH","Price to income ratio","1983-Q3","Q3-1983","IDX","Index","0","Units",,,51.0984195197605,,
"AUS","Australia","HPI_YDH","Price to income ratio","1983-Q4","Q4-1983","IDX","Index","0","Units",,,53.3978682709235,,
"AUS","Australia","HPI_YDH","Price to income ratio","1984","1984","IDX","Index","0","Units",,,54.0707805808904,,
"AUS","Australia","HPI_YDH","Price to income ratio","1984-Q1","Q1-1984","IDX","Index","0","Units",,,53.156453800398,,
"AUS","Australia","HPI_YDH","Price to income ratio","1984-Q2","Q2-1984","IDX","Index","0","Units",,,52.8788809967482,,
"AUS","Australia","HPI_YDH","Price to income ratio","1984-Q3","Q3-1984","IDX","Index","0","Units",,,55.8307911528319,,
"AUS","Australia","HPI_YDH","Price to income ratio","1984-Q4","Q4-1984","IDX","Index","0","Units",,,54.4169963735836,,
"AUS","Australia","HPI_YDH","Price to income ratio","1985","1985","IDX","Index","0","Units",,,55.8150533797006,,
"AUS","Australia","HPI_YDH","Price to income ratio","1985-Q1","Q1-1985","IDX","Index","0","Units",,,55.4180157130754,,
"AUS","Australia","HPI_YDH","Price to income ratio","1985-Q2","Q2-1985","IDX","Index","0","Units",,,55.6233710422649,,
"AUS","Australia","HPI_YDH","Price to income ratio","1985-Q3","Q3-1985","IDX","Index","0","Units",,,56.7199332318694,,
"AUS","Australia","HPI_YDH","Price to income ratio","1985-Q4","Q4-1985","IDX","Index","0","Units",,,55.4988935315925,,
"AUS","Australia","HPI_YDH","Price to income ratio","1986","1986","IDX","Index","0","Units",,,55.7485857836571,,
"AUS","Australia","HPI_YDH","Price to income ratio","1986-Q1","Q1-1986","IDX","Index","0","Units",,,55.3326436229732,,
"AUS","Australia","HPI_YDH","Price to income ratio","1986-Q2","Q2-1986","IDX","Index","0","Units",,,56.5068881709781,,
"AUS","Australia","HPI_YDH","Price to income ratio","1986-Q3","Q3-1986","IDX","Index","0","Units",,,56.216521812955,,
"AUS","Australia","HPI_YDH","Price to income ratio","1986-Q4","Q4-1986","IDX","Index","0","Units",,,54.938289527722,,
"AUS","Australia","HPI_YDH","Price to income ratio","1987","1987","IDX","Index","0","Units",,,55.4490904172857,,
"AUS","Australia","HPI_YDH","Price to income ratio","1987-Q1","Q1-1987","IDX","Index","0","Units",,,55.589163366447,,
"AUS","Australia","HPI_YDH","Price to income ratio","1987-Q2","Q2-1987","IDX","Index","0","Units",,,54.8858328251624,,
"AUS","Australia","HPI_YDH","Price to income ratio","1987-Q3","Q3-1987","IDX","Index","0","Units",,,54.4246056847671,,
"AUS","Australia","HPI_YDH","Price to income ratio","1987-Q4","Q4-1987","IDX","Index","0","Units",,,56.8967597927664,,
"AUS","Australia","HPI_YDH","Price to income ratio","1988","1988","IDX","Index","0","Units",,,62.2120062478257,,
"AUS","Australia","HPI_YDH","Price to income ratio","1988-Q1","Q1-1988","IDX","Index","0","Units",,,57.1025443635976,,
"AUS","Australia","HPI_YDH","Price to income ratio","1988-Q2","Q2-1988","IDX","Index","0","Units",,,59.1519716362903,,
"AUS","Australia","HPI_YDH","Price to income ratio","1988-Q3","Q3-1988","IDX","Index","0","Units",,,64.7619970816774,,
"AUS","Australia","HPI_YDH","Price to income ratio","1988-Q4","Q4-1988","IDX","Index","0","Units",,,67.8315119097375,,
"AUS","Australia","HPI_YDH","Price to income ratio","1989","1989","IDX","Index","0","Units",,,70.0754985130713,,
"AUS","Australia","HPI_YDH","Price to income ratio","1989-Q1","Q1-1989","IDX","Index","0","Units",,,70.9511857156416,,
"AUS","Australia","HPI_YDH","Price to income ratio","1989-Q2","Q2-1989","IDX","Index","0","Units",,,70.6612879597894,,
"AUS","Australia","HPI_YDH","Price to income ratio","1989-Q3","Q3-1989","IDX","Index","0","Units",,,71.4927241627449,,
"AUS","Australia","HPI_YDH","Price to income ratio","1989-Q4","Q4-1989","IDX","Index","0","Units",,,67.1967962141095,,
"AUS","Australia","HPI_YDH","Price to income ratio","1990","1990","IDX","Index","0","Units",,,66.0380490511679,,
"AUS","Australia","HPI_YDH","Price to income ratio","1990-Q1","Q1-1990","IDX","Index","0","Units",,,66.5144545727686,,
"AUS","Australia","HPI_YDH","Price to income ratio","1990-Q2","Q2-1990","IDX","Index","0","Units",,,66.9461578015758,,
"AUS","Australia","HPI_YDH","Price to income ratio","1990-Q3","Q3-1990","IDX","Index","0","Units",,,66.2097788608372,,
"AUS","Australia","HPI_YDH","Price to income ratio","1990-Q4","Q4-1990","IDX","Index","0","Units",,,64.4818049694898,,
"AUS","Australia","HPI_YDH","Price to income ratio","1991","1991","IDX","Index","0","Units",,,67.0988295003547,,
"AUS","Australia","HPI_YDH","Price to income ratio","1991-Q1","Q1-1991","IDX","Index","0","Units",,,66.1270930250993,,
"AUS","Australia","HPI_YDH","Price to income ratio","1991-Q2","Q2-1991","IDX","Index","0","Units",,,66.3000362370096,,
"AUS","Australia","HPI_YDH","Price to income ratio","1991-Q3","Q3-1991","IDX","Index","0","Units",,,67.9537641695404,,
"AUS","Australia","HPI_YDH","Price to income ratio","1991-Q4","Q4-1991","IDX","Index","0","Units",,,68.0144245697695,,
"AUS","Australia","HPI_YDH","Price to income ratio","1992","1992","IDX","Index","0","Units",,,66.2939295186719,,
"AUS","Australia","HPI_YDH","Price to income ratio","1992-Q1","Q1-1992","IDX","Index","0","Units",,,66.4874583082917,,
"AUS","Australia","HPI_YDH","Price to income ratio","1992-Q2","Q2-1992","IDX","Index","0","Units",,,66.7436634599631,,
"AUS","Australia","HPI_YDH","Price to income ratio","1992-Q3","Q3-1992","IDX","Index","0","Units",,,65.6599061864734,,
"AUS","Australia","HPI_YDH","Price to income ratio","1992-Q4","Q4-1992","IDX","Index","0","Units",,,66.2846901199596,,
"AUS","Australia","HPI_YDH","Price to income ratio","1993","1993","IDX","Index","0","Units",,,66.4794921522499,,
"AUS","Australia","HPI_YDH","Price to income ratio","1993-Q1","Q1-1993","IDX","Index","0","Units",,,66.5835883379646,,
"AUS","Australia","HPI_YDH","Price to income ratio","1993-Q2","Q2-1993","IDX","Index","0","Units",,,65.9831076676742,,
"AUS","Australia","HPI_YDH","Price to income ratio","1993-Q3","Q3-1993","IDX","Index","0","Units",,,66.7858876667108,,
"AUS","Australia","HPI_YDH","Price to income ratio","1993-Q4","Q4-1993","IDX","Index","0","Units",,,66.5653849366499,,
"AUS","Australia","HPI_YDH","Price to income ratio","1994","1994","IDX","Index","0","Units",,,65.7360463432716,,
"AUS","Australia","HPI_YDH","Price to income ratio","1994-Q1","Q1-1994","IDX","Index","0","Units",,,66.0267591994136,,
"AUS","Australia","HPI_YDH","Price to income ratio","1994-Q2","Q2-1994","IDX","Index","0","Units",,,65.2135126524527,,
"AUS","Australia","HPI_YDH","Price to income ratio","1994-Q3","Q3-1994","IDX","Index","0","Units",,,66.4231596951279,,
"AUS","Australia","HPI_YDH","Price to income ratio","1994-Q4","Q4-1994","IDX","Index","0","Units",,,65.280753826092,,
"AUS","Australia","HPI_YDH","Price to income ratio","1995","1995","IDX","Index","0","Units",,,63.5629513346588,,
"AUS","Australia","HPI_YDH","Price to income ratio","1995-Q1","Q1-1995","IDX","Index","0","Units",,,65.0973557825337,,
"AUS","Australia","HPI_YDH","Price to income ratio","1995-Q2","Q2-1995","IDX","Index","0","Units",,,64.2416095129119,,
"AUS","Australia","HPI_YDH","Price to income ratio","1995-Q3","Q3-1995","IDX","Index","0","Units",,,62.9224417937143,,
"AUS","Australia","HPI_YDH","Price to income ratio","1995-Q4","Q4-1995","IDX","Index","0","Units",,,61.9903982494753,,
"AUS","Australia","HPI_YDH","Price to income ratio","1996","1996","IDX","Index","0","Units",,,60.9869633746938,,
"AUS","Australia","HPI_YDH","Price to income ratio","1996-Q1","Q1-1996","IDX","Index","0","Units",,,61.3084135599115,,
"AUS","Australia","HPI_YDH","Price to income ratio","1996-Q2","Q2-1996","IDX","Index","0","Units",,,61.0922751463924,,
"AUS","Australia","HPI_YDH","Price to income ratio","1996-Q3","Q3-1996","IDX","Index","0","Units",,,61.0998601356689,,
"AUS","Australia","HPI_YDH","Price to income ratio","1996-Q4","Q4-1996","IDX","Index","0","Units",,,60.4473046568025,,
"AUS","Australia","HPI_YDH","Price to income ratio","1997","1997","IDX","Index","0","Units",,,61.2609416464955,,
"AUS","Australia","HPI_YDH","Price to income ratio","1997-Q1","Q1-1997","IDX","Index","0","Units",,,60.52379865418,,
"AUS","Australia","HPI_YDH","Price to income ratio","1997-Q2","Q2-1997","IDX","Index","0","Units",,,60.5266929100203,,
"AUS","Australia","HPI_YDH","Price to income ratio","1997-Q3","Q3-1997","IDX","Index","0","Units",,,61.5218124537964,,
"AUS","Australia","HPI_YDH","Price to income ratio","1997-Q4","Q4-1997","IDX","Index","0","Units",,,62.4714625679851,,
"AUS","Australia","HPI_YDH","Price to income ratio","1998","1998","IDX","Index","0","Units",,,64.7204833945811,,
"AUS","Australia","HPI_YDH","Price to income ratio","1998-Q1","Q1-1998","IDX","Index","0","Units",,,64.289652151093,,
"AUS","Australia","HPI_YDH","Price to income ratio","1998-Q2","Q2-1998","IDX","Index","0","Units",,,64.8559453558358,,
"AUS","Australia","HPI_YDH","Price to income ratio","1998-Q3","Q3-1998","IDX","Index","0","Units",,,63.9907426026736,,
"AUS","Australia","HPI_YDH","Price to income ratio","1998-Q4","Q4-1998","IDX","Index","0","Units",,,65.7455934687219,,
"AUS","Australia","HPI_YDH","Price to income ratio","1999","1999","IDX","Index","0","Units",,,66.2882743819265,,
"AUS","Australia","HPI_YDH","Price to income ratio","1999-Q1","Q1-1999","IDX","Index","0","Units",,,66.2732220972782,,
"AUS","Australia","HPI_YDH","Price to income ratio","1999-Q2","Q2-1999","IDX","Index","0","Units",,,64.9437104294443,,
"AUS","Australia","HPI_YDH","Price to income ratio","1999-Q3","Q3-1999","IDX","Index","0","Units",,,66.4795971009823,,
"AUS","Australia","HPI_YDH","Price to income ratio","1999-Q4","Q4-1999","IDX","Index","0","Units",,,67.4565679000012,,
"AUS","Australia","HPI_YDH","Price to income ratio","2000","2000","IDX","Index","0","Units",,,68.2288069215998,,
"AUS","Australia","HPI_YDH","Price to income ratio","2000-Q1","Q1-2000","IDX","Index","0","Units",,,68.3541898514881,,
"AUS","Australia","HPI_YDH","Price to income ratio","2000-Q2","Q2-2000","IDX","Index","0","Units",,,70.9908592682792,,
"AUS","Australia","HPI_YDH","Price to income ratio","2000-Q3","Q3-2000","IDX","Index","0","Units",,,65.2000707995293,,
"AUS","Australia","HPI_YDH","Price to income ratio","2000-Q4","Q4-2000","IDX","Index","0","Units",,,68.3701077671026,,
"AUS","Australia","HPI_YDH","Price to income ratio","2001","2001","IDX","Index","0","Units",,,70.1206311592994,,
"AUS","Australia","HPI_YDH","Price to income ratio","2001-Q1","Q1-2001","IDX","Index","0","Units",,,68.596663600716,,
"AUS","Australia","HPI_YDH","Price to income ratio","2001-Q2","Q2-2001","IDX","Index","0","Units",,,69.4229858556188,,
"AUS","Australia","HPI_YDH","Price to income ratio","2001-Q3","Q3-2001","IDX","Index","0","Units",,,71.4072412885207,,
"AUS","Australia","HPI_YDH","Price to income ratio","2001-Q4","Q4-2001","IDX","Index","0","Units",,,71.055633892342,,
"AUS","Australia","HPI_YDH","Price to income ratio","2002","2002","IDX","Index","0","Units",,,81.6378036311147,,
"AUS","Australia","HPI_YDH","Price to income ratio","2002-Q1","Q1-2002","IDX","Index","0","Units",,,74.5600909424689,,
"AUS","Australia","HPI_YDH","Price to income ratio","2002-Q2","Q2-2002","IDX","Index","0","Units",,,82.0431828599867,,
"AUS","Australia","HPI_YDH","Price to income ratio","2002-Q3","Q3-2002","IDX","Index","0","Units",,,83.965653178247,,
"AUS","Australia","HPI_YDH","Price to income ratio","2002-Q4","Q4-2002","IDX","Index","0","Units",,,85.9822875437563,,
"AUS","Australia","HPI_YDH","Price to income ratio","2003","2003","IDX","Index","0","Units",,,92.1796394170015,,
"AUS","Australia","HPI_YDH","Price to income ratio","2003-Q1","Q1-2003","IDX","Index","0","Units",,,87.2499863348134,,
"AUS","Australia","HPI_YDH","Price to income ratio","2003-Q2","Q2-2003","IDX","Index","0","Units",,,90.5487824638789,,
"AUS","Australia","HPI_YDH","Price to income ratio","2003-Q3","Q3-2003","IDX","Index","0","Units",,,95.0934806574465,,
"AUS","Australia","HPI_YDH","Price to income ratio","2003-Q4","Q4-2003","IDX","Index","0","Units",,,95.8263082118673,,
"AUS","Australia","HPI_YDH","Price to income ratio","2004","2004","IDX","Index","0","Units",,,91.3336097791676,,
"AUS","Australia","HPI_YDH","Price to income ratio","2004-Q1","Q1-2004","IDX","Index","0","Units",,,94.7242144418673,,
"AUS","Australia","HPI_YDH","Price to income ratio","2004-Q2","Q2-2004","IDX","Index","0","Units",,,89.9760473197495,,
"AUS","Australia","HPI_YDH","Price to income ratio","2004-Q3","Q3-2004","IDX","Index","0","Units",,,90.9842447007059,,
"AUS","Australia","HPI_YDH","Price to income ratio","2004-Q4","Q4-2004","IDX","Index","0","Units",,,89.6499326543479,,
"AUS","Australia","HPI_YDH","Price to income ratio","2005","2005","IDX","Index","0","Units",,,88.3444571664507,,
"AUS","Australia","HPI_YDH","Price to income ratio","2005-Q1","Q1-2005","IDX","Index","0","Units",,,89.634387494675,,
"AUS","Australia","HPI_YDH","Price to income ratio","2005-Q2","Q2-2005","IDX","Index","0","Units",,,87.6998179531945,,
"AUS","Australia","HPI_YDH","Price to income ratio","2005-Q3","Q3-2005","IDX","Index","0","Units",,,87.2479342700446,,
"AUS","Australia","HPI_YDH","Price to income ratio","2005-Q4","Q4-2005","IDX","Index","0","Units",,,88.7956889478888,,
"AUS","Australia","HPI_YDH","Price to income ratio","2006","2006","IDX","Index","0","Units",,,89.6373552328221,,
"AUS","Australia","HPI_YDH","Price to income ratio","2006-Q1","Q1-2006","IDX","Index","0","Units",,,89.1391533738769,,
"AUS","Australia","HPI_YDH","Price to income ratio","2006-Q2","Q2-2006","IDX","Index","0","Units",,,91.2231467100163,,
"AUS","Australia","HPI_YDH","Price to income ratio","2006-Q3","Q3-2006","IDX","Index","0","Units",,,89.2888636482453,,
"AUS","Australia","HPI_YDH","Price to income ratio","2006-Q4","Q4-2006","IDX","Index","0","Units",,,88.8982571991499,,
"AUS","Australia","HPI_YDH","Price to income ratio","2007","2007","IDX","Index","0","Units",,,91.0476258745565,,
"AUS","Australia","HPI_YDH","Price to income ratio","2007-Q1","Q1-2007","IDX","Index","0","Units",,,88.8150969600186,,
"AUS","Australia","HPI_YDH","Price to income ratio","2007-Q2","Q2-2007","IDX","Index","0","Units",,,89.3779150225097,,
"AUS","Australia","HPI_YDH","Price to income ratio","2007-Q3","Q3-2007","IDX","Index","0","Units",,,92.4257168279871,,
"AUS","Australia","HPI_YDH","Price to income ratio","2007-Q4","Q4-2007","IDX","Index","0","Units",,,93.5717746877106,,
"AUS","Australia","HPI_YDH","Price to income ratio","2008","2008","IDX","Index","0","Units",,,88.0072783605801,,
"AUS","Australia","HPI_YDH","Price to income ratio","2008-Q1","Q1-2008","IDX","Index","0","Units",,,92.5908886386233,,
"AUS","Australia","HPI_YDH","Price to income ratio","2008-Q2","Q2-2008","IDX","Index","0","Units",,,90.4412390691585,,
"AUS","Australia","HPI_YDH","Price to income ratio","2008-Q3","Q3-2008","IDX","Index","0","Units",,,87.9392501819613,,
"AUS","Australia","HPI_YDH","Price to income ratio","2008-Q4","Q4-2008","IDX","Index","0","Units",,,81.0577355525772,,
"AUS","Australia","HPI_YDH","Price to income ratio","2009","2009","IDX","Index","0","Units",,,87.4503107987808,,
"AUS","Australia","HPI_YDH","Price to income ratio","2009-Q1","Q1-2009","IDX","Index","0","Units",,,83.0126028066226,,
"AUS","Australia","HPI_YDH","Price to income ratio","2009-Q2","Q2-2009","IDX","Index","0","Units",,,83.417231847962,,
"AUS","Australia","HPI_YDH","Price to income ratio","2009-Q3","Q3-2009","IDX","Index","0","Units",,,90.2403640863368,,
"AUS","Australia","HPI_YDH","Price to income ratio","2009-Q4","Q4-2009","IDX","Index","0","Units",,,93.1310444542018,,
"AUS","Australia","HPI_YDH","Price to income ratio","2010","2010","IDX","Index","0","Units",,,93.8786669004126,,
"AUS","Australia","HPI_YDH","Price to income ratio","2010-Q1","Q1-2010","IDX","Index","0","Units",,,94.9363438959921,,
"AUS","Australia","HPI_YDH","Price to income ratio","2010-Q2","Q2-2010","IDX","Index","0","Units",,,95.8267804379099,,
"AUS","Australia","HPI_YDH","Price to income ratio","2010-Q3","Q3-2010","IDX","Index","0","Units",,,93.5227702720112,,
"AUS","Australia","HPI_YDH","Price to income ratio","2010-Q4","Q4-2010","IDX","Index","0","Units",,,91.2287729957371,,
"AUS","Australia","HPI_YDH","Price to income ratio","2011","2011","IDX","Index","0","Units",,,86.2959121182175,,
"AUS","Australia","HPI_YDH","Price to income ratio","2011-Q1","Q1-2011","IDX","Index","0","Units",,,88.8139181428402,,
"AUS","Australia","HPI_YDH","Price to income ratio","2011-Q2","Q2-2011","IDX","Index","0","Units",,,87.6339472193659,,
"AUS","Australia","HPI_YDH","Price to income ratio","2011-Q3","Q3-2011","IDX","Index","0","Units",,,85.613192988065,,
"AUS","Australia","HPI_YDH","Price to income ratio","2011-Q4","Q4-2011","IDX","Index","0","Units",,,83.122590122599,,
"AUS","Australia","HPI_YDH","Price to income ratio","2012","2012","IDX","Index","0","Units",,,84.7617419564461,,
"AUS","Australia","HPI_YDH","Price to income ratio","2012-Q1","Q1-2012","IDX","Index","0","Units",,,84.9259427526233,,
"AUS","Australia","HPI_YDH","Price to income ratio","2012-Q2","Q2-2012","IDX","Index","0","Units",,,83.1758673629435,,
"AUS","Australia","HPI_YDH","Price to income ratio","2012-Q3","Q3-2012","IDX","Index","0","Units",,,85.5479088613052,,
"AUS","Australia","HPI_YDH","Price to income ratio","2012-Q4","Q4-2012","IDX","Index","0","Units",,,85.3972488489123,,
"AUS","Australia","HPI_YDH","Price to income ratio","2013","2013","IDX","Index","0","Units",,,87.9461981546859,,
"AUS","Australia","HPI_YDH","Price to income ratio","2013-Q1","Q1-2013","IDX","Index","0","Units",,,85.3734042415627,,
"AUS","Australia","HPI_YDH","Price to income ratio","2013-Q2","Q2-2013","IDX","Index","0","Units",,,86.9799032987985,,
"AUS","Australia","HPI_YDH","Price to income ratio","2013-Q3","Q3-2013","IDX","Index","0","Units",,,88.9689383702084,,
"AUS","Australia","HPI_YDH","Price to income ratio","2013-Q4","Q4-2013","IDX","Index","0","Units",,,90.462546708174,,
"AUS","Australia","HPI_YDH","Price to income ratio","2014","2014","IDX","Index","0","Units",,,92.7710662229932,,
"AUS","Australia","HPI_YDH","Price to income ratio","2014-Q1","Q1-2014","IDX","Index","0","Units",,,91.6785048956206,,
"AUS","Australia","HPI_YDH","Price to income ratio","2014-Q2","Q2-2014","IDX","Index","0","Units",,,91.9642127511374,,
"AUS","Australia","HPI_YDH","Price to income ratio","2014-Q3","Q3-2014","IDX","Index","0","Units",,,93.3536339996289,,
"AUS","Australia","HPI_YDH","Price to income ratio","2014-Q4","Q4-2014","IDX","Index","0","Units",,,94.0879132455861,,
"AUS","Australia","HPI_YDH","Price to income ratio","2015","2015","IDX","Index","0","Units",,,100,,
"AUS","Australia","HPI_YDH","Price to income ratio","2015-Q1","Q1-2015","IDX","Index","0","Units",,,96.4489706384255,,
